support,itemsets,itemset_length
0.04375,FAILURE_PARAMETER_HALLUCINATION & PATTERN_A_T_A & SEQ_MEDIUM & USER_REENTRY,4
0.04375,FAILURE_PARAMETER_HALLUCINATION & SEQ_MEDIUM & USER_REENTRY,3
0.04325,FAILURE_INTENT_MISUNDERSTANDING & MULTI_TOOL_CYCLE & SEQ_LONG & USER_REENTRY,4
0.04325,FAILURE_INTENT_MISUNDERSTANDING & PATTERN_A_T_A & SEQ_LONG & USER_REENTRY,4
0.04325,FAILURE_INTENT_MISUNDERSTANDING & PATTERN_A_T_A_T_A & SEQ_LONG & USER_REENTRY,4
0.04325,FAILURE_INTENT_MISUNDERSTANDING & SEQ_LONG & USER_REENTRY,3
0.043,DEPTH_HIGH & FAILURE_INTENT_MISUNDERSTANDING & SEQ_LONG & USER_REENTRY,4
0.043,DEPTH_HIGH & FAILURE_WRONG_TOOL_SELECTION & SEQ_LONG & USER_REENTRY,4
0.043,FAILURE_EXECUTION_CASCADING_ERROR & MULTI_TOOL_CYCLE & SEQ_MEDIUM & USER_REENTRY,4
0.043,FAILURE_WRONG_TOOL_SELECTION & MULTI_TOOL_CYCLE & SEQ_LONG & USER_REENTRY,4
0.043,FAILURE_WRONG_TOOL_SELECTION & PATTERN_A_T_A & SEQ_LONG & USER_REENTRY,4
0.043,FAILURE_WRONG_TOOL_SELECTION & PATTERN_A_T_A_T_A & SEQ_LONG & USER_REENTRY,4
0.043,FAILURE_INTENT_MISUNDERSTANDING & TOOL_LOW & USER_REENTRY,3
0.043,FAILURE_WRONG_TOOL_SELECTION & SEQ_LONG & USER_REENTRY,3
0.043,FAILURE_WRONG_TOOL_SELECTION & TOOL_LOW & USER_REENTRY,3
0.043,DEPTH_MEDIUM & FAILURE_NO_FAILURE,2
0.04275,FAILURE_NO_FAILURE & MULTI_TOOL_CYCLE & NO_USER_REENTRY & PATTERN_A_T_A,4
0.04275,FAILURE_NO_FAILURE & MULTI_TOOL_CYCLE & NO_USER_REENTRY & PATTERN_A_T_A_T_A,4
0.04275,FAILURE_NO_FAILURE & NO_USER_REENTRY & PATTERN_A_T_A & PATTERN_A_T_A_T_A,4
0.04275,FAILURE_NO_FAILURE & MULTI_TOOL_CYCLE & NO_USER_REENTRY,3
0.04275,FAILURE_NO_FAILURE & NO_USER_REENTRY & PATTERN_A_T_A_T_A,3
0.042,DEPTH_HIGH & FAILURE_EXECUTION_CASCADING_ERROR & PATTERN_A_T_A & SEQ_MEDIUM,4
0.042,FAILURE_WRONG_TOOL_SELECTION & MULTI_TOOL_CYCLE & NO_USER_REENTRY & PATTERN_A_T_A,4
0.042,FAILURE_WRONG_TOOL_SELECTION & MULTI_TOOL_CYCLE & NO_USER_REENTRY & PATTERN_A_T_A_T_A,4
0.042,FAILURE_WRONG_TOOL_SELECTION & NO_USER_REENTRY & PATTERN_A_T_A & PATTERN_A_T_A_T_A,4
0.042,MULTI_TOOL_CYCLE & NO_USER_REENTRY & SEQ_LONG & TOOL_MEDIUM,4
0.042,NO_USER_REENTRY & PATTERN_A_T_A & SEQ_LONG & TOOL_MEDIUM,4
0.042,NO_USER_REENTRY & PATTERN_A_T_A_T_A & SEQ_LONG & TOOL_MEDIUM,4
0.042,DEPTH_HIGH & FAILURE_EXECUTION_CASCADING_ERROR & SEQ_MEDIUM,3
0.042,FAILURE_WRONG_TOOL_SELECTION & MULTI_TOOL_CYCLE & NO_USER_REENTRY,3
0.042,FAILURE_WRONG_TOOL_SELECTION & NO_USER_REENTRY & PATTERN_A_T_A_T_A,3
0.042,NO_USER_REENTRY & SEQ_LONG & TOOL_MEDIUM,3
0.04175,DEPTH_HIGH & NO_USER_REENTRY & SEQ_LONG & TOOL_MEDIUM,4
0.04175,DEPTH_MEDIUM & FAILURE_PARAMETER_HALLUCINATION & PATTERN_A_T_A & SEQ_MEDIUM,4
0.04175,DEPTH_MEDIUM & FAILURE_INTENT_MISUNDERSTANDING & USER_REENTRY,3
0.04175,DEPTH_MEDIUM & FAILURE_PARAMETER_HALLUCINATION & SEQ_MEDIUM,3
0.04175,DEPTH_MEDIUM & FAILURE_WRONG_TOOL_SELECTION & USER_REENTRY,3
0.0415,DEPTH_MEDIUM & FAILURE_INTENT_MISUNDERSTANDING & TOOL_LOW & USER_REENTRY,4
0.0415,DEPTH_MEDIUM & FAILURE_WRONG_TOOL_SELECTION & PATTERN_A_T_A & TOOL_LOW,4
0.0415,DEPTH_MEDIUM & FAILURE_WRONG_TOOL_SELECTION & TOOL_LOW & USER_REENTRY,4
0.04125,FAILURE_EXECUTION_CASCADING_ERROR & PATTERN_A_T_A & TOOL_LOW & USER_REENTRY,4
0.041,DEPTH_HIGH & FAILURE_EXECUTION_CASCADING_ERROR & SEQ_MEDIUM & USER_REENTRY,4
0.041,FAILURE_PARAMETER_HALLUCINATION & MULTI_TOOL_CYCLE & SEQ_MEDIUM & TOOL_MEDIUM,4
0.041,FAILURE_PARAMETER_HALLUCINATION & PATTERN_A_T_A & SEQ_MEDIUM & TOOL_MEDIUM,4
0.041,FAILURE_PARAMETER_HALLUCINATION & SEQ_MEDIUM & TOOL_MEDIUM,3
0.04075,DEPTH_HIGH & FAILURE_EXECUTION_CASCADING_ERROR & MULTI_TOOL_CYCLE & SEQ_MEDIUM,4
0.0405,FAILURE_INTENT_MISUNDERSTANDING & ONE_TOOL_CYCLE & PATTERN_A_T_A & TOOL_LOW,4
0.0405,FAILURE_INTENT_MISUNDERSTANDING & ONE_TOOL_CYCLE & PATTERN_A_T_A,3
0.0405,FAILURE_INTENT_MISUNDERSTANDING & ONE_TOOL_CYCLE & TOOL_LOW,3
0.0405,FAILURE_INTENT_MISUNDERSTANDING & ONE_TOOL_CYCLE,2
0.04025,DEPTH_HIGH & FAILURE_EXECUTION_CASCADING_ERROR & SEQ_MEDIUM & TOOL_MEDIUM,4
0.04025,DEPTH_MEDIUM & FAILURE_NO_FAILURE & PATTERN_A_T_A,3
0.0395,DEPTH_MEDIUM & FAILURE_EXECUTION_CASCADING_ERROR & PATTERN_A_T_A & USER_REENTRY,4
0.0395,FAILURE_EXECUTION_CASCADING_ERROR & SEQ_MEDIUM & TOOL_MEDIUM & USER_REENTRY,4
0.03925,FAILURE_INTENT_MISUNDERSTANDING & PATTERN_A_T_A & SEQ_MEDIUM & TOOL_LOW,4
0.03925,FAILURE_INTENT_MISUNDERSTANDING & SEQ_MEDIUM & TOOL_LOW,3
0.03875,DEPTH_HIGH & FAILURE_INTENT_MISUNDERSTANDING & SEQ_LONG & TOOL_MEDIUM,4
0.03875,FAILURE_INTENT_MISUNDERSTANDING & MULTI_TOOL_CYCLE & SEQ_LONG & TOOL_MEDIUM,4
0.03875,FAILURE_INTENT_MISUNDERSTANDING & PATTERN_A_T_A & SEQ_LONG & TOOL_MEDIUM,4
0.03875,FAILURE_INTENT_MISUNDERSTANDING & PATTERN_A_T_A_T_A & SEQ_LONG & TOOL_MEDIUM,4
0.03875,FAILURE_INTENT_MISUNDERSTANDING & SEQ_LONG & TOOL_MEDIUM,3
0.03875,FAILURE_WRONG_TOOL_SELECTION & SEQ_SHORT & TOOL_LOW,3
0.0385,DEPTH_MEDIUM & FAILURE_INTENT_MISUNDERSTANDING & MULTI_TOOL_CYCLE & PATTERN_A_T_A,4
0.0385,DEPTH_MEDIUM & FAILURE_INTENT_MISUNDERSTANDING & MULTI_TOOL_CYCLE & PATTERN_A_T_A_T_A,4
0.0385,DEPTH_MEDIUM & FAILURE_INTENT_MISUNDERSTANDING & PATTERN_A_T_A & PATTERN_A_T_A_T_A,4
0.0385,FAILURE_NO_FAILURE & NO_TOOL & NO_TOOL_CYCLE & NO_USER_REENTRY,4
0.0385,FAILURE_NO_FAILURE & NO_TOOL & NO_USER_REENTRY & SEQ_SHORT,4
0.0385,FAILURE_NO_FAILURE & NO_TOOL_CYCLE & NO_USER_REENTRY & SEQ_SHORT,4
0.0385,DEPTH_MEDIUM & FAILURE_INTENT_MISUNDERSTANDING & MULTI_TOOL_CYCLE,3
0.0385,DEPTH_MEDIUM & FAILURE_INTENT_MISUNDERSTANDING & PATTERN_A_T_A_T_A,3
0.0385,DEPTH_MEDIUM & FAILURE_NO_FAILURE & NO_USER_REENTRY,3
0.0385,FAILURE_INTENT_MISUNDERSTANDING & NO_USER_REENTRY & SEQ_SHORT,3
0.0385,FAILURE_NO_FAILURE & NO_TOOL & NO_USER_REENTRY,3
0.0385,FAILURE_NO_FAILURE & NO_TOOL_CYCLE & NO_USER_REENTRY,3
0.0385,FAILURE_NO_FAILURE & PATTERN_A_T_A & SEQ_MEDIUM,3
0.0385,FAILURE_NO_FAILURE & SEQ_MEDIUM,2
0.03825,DEPTH_MEDIUM & FAILURE_INTENT_MISUNDERSTANDING & MULTI_TOOL_CYCLE & SEQ_MEDIUM,4
0.03825,DEPTH_MEDIUM & FAILURE_INTENT_MISUNDERSTANDING & PATTERN_A_T_A_T_A & SEQ_MEDIUM,4
0.03825,FAILURE_WRONG_TOOL_SELECTION & ONE_TOOL_CYCLE & PATTERN_A_T_A & TOOL_LOW,4
0.03825,FAILURE_WRONG_TOOL_SELECTION & ONE_TOOL_CYCLE & PATTERN_A_T_A,3
0.03825,FAILURE_WRONG_TOOL_SELECTION & ONE_TOOL_CYCLE & TOOL_LOW,3
0.03825,FAILURE_WRONG_TOOL_SELECTION & ONE_TOOL_CYCLE,2
0.038,DEPTH_MEDIUM & FAILURE_INTENT_MISUNDERSTANDING & SEQ_MEDIUM & TOOL_LOW,4
0.038,DEPTH_LOW & FAILURE_PARAMETER_HALLUCINATION & SEQ_SHORT,3
0.038,FAILURE_INTENT_MISUNDERSTANDING & SEQ_SHORT & TOOL_LOW,3
0.038,DEPTH_LOW & FAILURE_PARAMETER_HALLUCINATION,2
0.03775,DEPTH_MEDIUM & FAILURE_NO_FAILURE & NO_USER_REENTRY & PATTERN_A_T_A,4
0.03775,DEPTH_MEDIUM & FAILURE_PARAMETER_HALLUCINATION & PATTERN_A_T_A & TOOL_LOW,4
0.03775,FAILURE_EXECUTION_CASCADING_ERROR & ONE_TOOL_CYCLE & PATTERN_A_T_A & USER_REENTRY,4
0.03775,FAILURE_EXECUTION_CASCADING_ERROR & ONE_TOOL_CYCLE & TOOL_LOW & USER_REENTRY,4
0.03775,FAILURE_EXECUTION_CASCADING_ERROR & PATTERN_A_T_A_T_A & SEQ_MEDIUM & TOOL_MEDIUM,4
0.03775,FAILURE_WRONG_TOOL_SELECTION & NO_TOOL_CYCLE & SEQ_SHORT & USER_REENTRY,4
0.03775,FAILURE_EXECUTION_CASCADING_ERROR & ONE_TOOL_CYCLE & USER_REENTRY,3
0.03775,FAILURE_WRONG_TOOL_SELECTION & NO_TOOL_CYCLE & USER_REENTRY,3
0.0375,DEPTH_LOW & FAILURE_NO_FAILURE & NO_TOOL & NO_USER_REENTRY,4
0.0375,DEPTH_LOW & FAILURE_NO_FAILURE & NO_TOOL_CYCLE & NO_USER_REENTRY,4
0.0375,FAILURE_INTENT_MISUNDERSTANDING & PATTERN_A_T_A_T_A & SEQ_MEDIUM & TOOL_MEDIUM,4
0.037,DEPTH_MEDIUM & FAILURE_EXECUTION_CASCADING_ERROR & MULTI_TOOL_CYCLE & PATTERN_A_T_A,4
0.037,DEPTH_MEDIUM & FAILURE_EXECUTION_CASCADING_ERROR & MULTI_TOOL_CYCLE & PATTERN_A_T_A_T_A,4
0.037,DEPTH_MEDIUM & FAILURE_EXECUTION_CASCADING_ERROR & ONE_TOOL_CYCLE & PATTERN_A_T_A,4
0.037,DEPTH_MEDIUM & FAILURE_EXECUTION_CASCADING_ERROR & ONE_TOOL_CYCLE & TOOL_LOW,4
0.037,DEPTH_MEDIUM & FAILURE_EXECUTION_CASCADING_ERROR & PATTERN_A_T_A & PATTERN_A_T_A_T_A,4
0.037,DEPTH_MEDIUM & FAILURE_EXECUTION_CASCADING_ERROR & MULTI_TOOL_CYCLE,3
0.037,DEPTH_MEDIUM & FAILURE_EXECUTION_CASCADING_ERROR & ONE_TOOL_CYCLE,3
0.037,DEPTH_MEDIUM & FAILURE_EXECUTION_CASCADING_ERROR & PATTERN_A_T_A_T_A,3
0.03675,DEPTH_MEDIUM & ONE_TOOL_CYCLE & PATTERN_A_T_A & SEQ_SHORT,4
0.03675,DEPTH_MEDIUM & ONE_TOOL_CYCLE & SEQ_SHORT & TOOL_LOW,4
0.03675,DEPTH_MEDIUM & PATTERN_A_T_A & SEQ_SHORT & TOOL_LOW,4
0.03675,FAILURE_NO_FAILURE & MULTI_TOOL_CYCLE & PATTERN_A_T_A & SEQ_MEDIUM,4
0.03675,DEPTH_MEDIUM & ONE_TOOL_CYCLE & SEQ_SHORT,3
0.03675,DEPTH_MEDIUM & PATTERN_A_T_A & SEQ_SHORT,3
0.03675,FAILURE_NO_FAILURE & MULTI_TOOL_CYCLE & SEQ_MEDIUM,3
0.0365,DEPTH_MEDIUM & FAILURE_EXECUTION_CASCADING_ERROR & MULTI_TOOL_CYCLE & SEQ_MEDIUM,4
0.0365,DEPTH_MEDIUM & FAILURE_EXECUTION_CASCADING_ERROR & PATTERN_A_T_A_T_A & SEQ_MEDIUM,4
0.0365,FAILURE_INTENT_MISUNDERSTANDING & MULTI_TOOL_CYCLE & NO_USER_REENTRY & SEQ_MEDIUM,4
0.0365,FAILURE_INTENT_MISUNDERSTANDING & NO_USER_REENTRY & PATTERN_A_T_A & SEQ_MEDIUM,4
0.0365,FAILURE_INTENT_MISUNDERSTANDING & NO_USER_REENTRY & PATTERN_A_T_A_T_A & SEQ_MEDIUM,4
0.0365,FAILURE_INTENT_MISUNDERSTANDING & NO_USER_REENTRY & SEQ_MEDIUM,3
0.03625,DEPTH_HIGH & FAILURE_WRONG_TOOL_SELECTION & SEQ_LONG & TOOL_MEDIUM,4
0.03625,DEPTH_MEDIUM & FAILURE_EXECUTION_CASCADING_ERROR & ONE_TOOL_CYCLE & USER_REENTRY,4
0.03625,DEPTH_MEDIUM & FAILURE_INTENT_MISUNDERSTANDING & NO_USER_REENTRY & PATTERN_A_T_A,4
0.03625,FAILURE_NO_FAILURE & MULTI_TOOL_CYCLE & PATTERN_A_T_A_T_A & SEQ_MEDIUM,4
0.03625,FAILURE_NO_FAILURE & PATTERN_A_T_A & PATTERN_A_T_A_T_A & SEQ_MEDIUM,4
0.03625,FAILURE_WRONG_TOOL_SELECTION & MULTI_TOOL_CYCLE & SEQ_LONG & TOOL_MEDIUM,4
0.03625,FAILURE_WRONG_TOOL_SELECTION & PATTERN_A_T_A & SEQ_LONG & TOOL_MEDIUM,4
0.03625,FAILURE_WRONG_TOOL_SELECTION & PATTERN_A_T_A_T_A & SEQ_LONG & TOOL_MEDIUM,4
0.03625,DEPTH_MEDIUM & FAILURE_INTENT_MISUNDERSTANDING & NO_USER_REENTRY,3
0.03625,FAILURE_NO_FAILURE & PATTERN_A_T_A_T_A & SEQ_MEDIUM,3
0.03625,FAILURE_WRONG_TOOL_SELECTION & SEQ_LONG & TOOL_MEDIUM,3
0.03575,DEPTH_HIGH & FAILURE_PARAMETER_HALLUCINATION & SEQ_LONG & TOOL_MEDIUM,4
0.03575,DEPTH_LOW & FAILURE_INTENT_MISUNDERSTANDING & NO_USER_REENTRY & SEQ_SHORT,4
0.03575,FAILURE_NO_FAILURE & MULTI_TOOL_CYCLE & NO_USER_REENTRY & SEQ_MEDIUM,4
0.03575,FAILURE_NO_FAILURE & NO_USER_REENTRY & PATTERN_A_T_A & SEQ_MEDIUM,4
0.03575,FAILURE_NO_FAILURE & NO_USER_REENTRY & PATTERN_A_T_A_T_A & SEQ_MEDIUM,4
0.03575,FAILURE_NO_FAILURE & ONE_TOOL_CYCLE & PATTERN_A_T_A & TOOL_LOW,4
0.03575,FAILURE_PARAMETER_HALLUCINATION & MULTI_TOOL_CYCLE & SEQ_LONG & TOOL_MEDIUM,4
0.03575,FAILURE_PARAMETER_HALLUCINATION & PATTERN_A_T_A & SEQ_LONG & TOOL_MEDIUM,4
0.03575,FAILURE_PARAMETER_HALLUCINATION & PATTERN_A_T_A_T_A & SEQ_LONG & TOOL_MEDIUM,4
0.03575,DEPTH_LOW & FAILURE_INTENT_MISUNDERSTANDING & NO_USER_REENTRY,3
0.03575,FAILURE_NO_FAILURE & NO_USER_REENTRY & SEQ_MEDIUM,3
0.03575,FAILURE_NO_FAILURE & ONE_TOOL_CYCLE & PATTERN_A_T_A,3
0.03575,FAILURE_NO_FAILURE & ONE_TOOL_CYCLE & TOOL_LOW,3
0.03575,FAILURE_NO_FAILURE & SEQ_SHORT & TOOL_LOW,3
0.03575,FAILURE_PARAMETER_HALLUCINATION & SEQ_LONG & TOOL_MEDIUM,3
0.03575,FAILURE_NO_FAILURE & ONE_TOOL_CYCLE,2
0.0355,DEPTH_MEDIUM & FAILURE_NO_FAILURE & PATTERN_A_T_A & SEQ_MEDIUM,4
0.0355,FAILURE_EXECUTION_CASCADING_ERROR & SEQ_MEDIUM & TOOL_LOW & USER_REENTRY,4
0.0355,DEPTH_MEDIUM & FAILURE_NO_FAILURE & SEQ_MEDIUM,3
0.03475,FAILURE_WRONG_TOOL_SELECTION & NO_TOOL & NO_TOOL_CYCLE & SEQ_SHORT,4
0.03475,FAILURE_WRONG_TOOL_SELECTION & NO_TOOL & NO_TOOL_CYCLE,3
0.03475,FAILURE_WRONG_TOOL_SELECTION & NO_TOOL & SEQ_SHORT,3
0.03475,FAILURE_WRONG_TOOL_SELECTION & NO_TOOL,2
0.0345,DEPTH_LOW & FAILURE_WRONG_TOOL_SELECTION & NO_TOOL & NO_TOOL_CYCLE,4
0.0345,DEPTH_LOW & FAILURE_WRONG_TOOL_SELECTION & NO_TOOL & SEQ_SHORT,4
0.0345,DEPTH_LOW & FAILURE_WRONG_TOOL_SELECTION & NO_TOOL_CYCLE & SEQ_SHORT,4
0.0345,DEPTH_MEDIUM & FAILURE_EXECUTION_CASCADING_ERROR & NO_USER_REENTRY & PATTERN_A_T_A,4
0.0345,FAILURE_EXECUTION_CASCADING_ERROR & MULTI_TOOL_CYCLE & NO_USER_REENTRY & SEQ_MEDIUM,4
0.0345,FAILURE_EXECUTION_CASCADING_ERROR & NO_USER_REENTRY & PATTERN_A_T_A & SEQ_MEDIUM,4
0.0345,FAILURE_EXECUTION_CASCADING_ERROR & NO_USER_REENTRY & PATTERN_A_T_A_T_A & SEQ_MEDIUM,4
0.0345,DEPTH_LOW & FAILURE_WRONG_TOOL_SELECTION & NO_TOOL,3
0.0345,DEPTH_LOW & FAILURE_WRONG_TOOL_SELECTION & NO_TOOL_CYCLE,3
0.0345,DEPTH_MEDIUM & FAILURE_EXECUTION_CASCADING_ERROR & NO_USER_REENTRY,3
0.0345,FAILURE_EXECUTION_CASCADING_ERROR & NO_USER_REENTRY & SEQ_MEDIUM,3
0.0345,FAILURE_EXECUTION_CASCADING_ERROR & SEQ_SHORT,2
0.03425,FAILURE_INTENT_MISUNDERSTANDING & NO_USER_REENTRY & PATTERN_A_T_A & TOOL_LOW,4
0.03425,FAILURE_WRONG_TOOL_SELECTION & MULTI_TOOL_CYCLE & SEQ_MEDIUM & USER_REENTRY,4
0.03425,FAILURE_INTENT_MISUNDERSTANDING & NO_USER_REENTRY & TOOL_LOW,3
0.034,DEPTH_MEDIUM & FAILURE_INTENT_MISUNDERSTANDING & MULTI_TOOL_CYCLE & NO_USER_REENTRY,4
0.034,DEPTH_MEDIUM & FAILURE_INTENT_MISUNDERSTANDING & NO_USER_REENTRY & PATTERN_A_T_A_T_A,4
0.034,DEPTH_MEDIUM & FAILURE_INTENT_MISUNDERSTANDING & NO_USER_REENTRY & SEQ_MEDIUM,4
0.034,DEPTH_MEDIUM & FAILURE_NO_FAILURE & MULTI_TOOL_CYCLE & PATTERN_A_T_A,4
0.034,DEPTH_MEDIUM & FAILURE_NO_FAILURE & MULTI_TOOL_CYCLE & PATTERN_A_T_A_T_A,4
0.034,DEPTH_MEDIUM & FAILURE_NO_FAILURE & PATTERN_A_T_A & PATTERN_A_T_A_T_A,4
0.034,FAILURE_EXECUTION_CASCADING_ERROR & NO_USER_REENTRY & PATTERN_A_T_A & TOOL_LOW,4
0.034,FAILURE_INTENT_MISUNDERSTANDING & MULTI_TOOL_CYCLE & SEQ_MEDIUM & USER_REENTRY,4
0.034,FAILURE_NO_FAILURE & ONE_TOOL_CYCLE & PATTERN_A_T_A & SEQ_SHORT,4
0.034,FAILURE_NO_FAILURE & ONE_TOOL_CYCLE & SEQ_SHORT & TOOL_LOW,4
0.034,FAILURE_NO_FAILURE & PATTERN_A_T_A & SEQ_SHORT & TOOL_LOW,4
0.034,FAILURE_WRONG_TOOL_SELECTION & PATTERN_A_T_A & SEQ_MEDIUM & TOOL_LOW,4
0.034,DEPTH_MEDIUM & FAILURE_NO_FAILURE & MULTI_TOOL_CYCLE,3
0.034,DEPTH_MEDIUM & FAILURE_NO_FAILURE & PATTERN_A_T_A_T_A,3
0.034,FAILURE_EXECUTION_CASCADING_ERROR & NO_USER_REENTRY & TOOL_LOW,3
0.034,FAILURE_NO_FAILURE & ONE_TOOL_CYCLE & SEQ_SHORT,3
0.034,FAILURE_NO_FAILURE & PATTERN_A_T_A & SEQ_SHORT,3
0.034,FAILURE_WRONG_TOOL_SELECTION & SEQ_MEDIUM & TOOL_LOW,3
0.03375,DEPTH_MEDIUM & FAILURE_EXECUTION_CASCADING_ERROR & MULTI_TOOL_CYCLE & NO_USER_REENTRY,4
0.03375,DEPTH_MEDIUM & FAILURE_EXECUTION_CASCADING_ERROR & NO_USER_REENTRY & PATTERN_A_T_A_T_A,4
0.03375,DEPTH_MEDIUM & FAILURE_EXECUTION_CASCADING_ERROR & SEQ_MEDIUM & USER_REENTRY,4
0.03375,DEPTH_MEDIUM & FAILURE_NO_FAILURE & MULTI_TOOL_CYCLE & NO_USER_REENTRY,4
0.03375,DEPTH_MEDIUM & FAILURE_NO_FAILURE & MULTI_TOOL_CYCLE & SEQ_MEDIUM,4
0.03375,DEPTH_MEDIUM & FAILURE_NO_FAILURE & NO_USER_REENTRY & PATTERN_A_T_A_T_A,4
0.03375,DEPTH_MEDIUM & FAILURE_NO_FAILURE & PATTERN_A_T_A_T_A & SEQ_MEDIUM,4
0.03375,FAILURE_PARAMETER_HALLUCINATION & NO_USER_REENTRY & PATTERN_A_T_A & TOOL_LOW,4
0.03375,FAILURE_PARAMETER_HALLUCINATION & NO_USER_REENTRY & TOOL_LOW,3
0.0335,DEPTH_HIGH & FAILURE_INTENT_MISUNDERSTANDING & PATTERN_A_T_A & SEQ_MEDIUM,4
0.0335,DEPTH_MEDIUM & FAILURE_EXECUTION_CASCADING_ERROR & NO_USER_REENTRY & SEQ_MEDIUM,4
0.0335,DEPTH_MEDIUM & FAILURE_NO_FAILURE & NO_USER_REENTRY & SEQ_MEDIUM,4
0.0335,FAILURE_NO_FAILURE & NO_USER_REENTRY & ONE_TOOL_CYCLE & PATTERN_A_T_A,4
0.0335,FAILURE_NO_FAILURE & NO_USER_REENTRY & ONE_TOOL_CYCLE & SEQ_SHORT,4
0.0335,FAILURE_NO_FAILURE & NO_USER_REENTRY & ONE_TOOL_CYCLE & TOOL_LOW,4
0.0335,FAILURE_NO_FAILURE & NO_USER_REENTRY & PATTERN_A_T_A & SEQ_SHORT,4
0.0335,FAILURE_NO_FAILURE & NO_USER_REENTRY & SEQ_SHORT & TOOL_LOW,4
0.0335,DEPTH_HIGH & FAILURE_INTENT_MISUNDERSTANDING & SEQ_MEDIUM,3
0.0335,FAILURE_NO_FAILURE & NO_USER_REENTRY & ONE_TOOL_CYCLE,3
0.03325,FAILURE_EXECUTION_CASCADING_ERROR & SEQ_SHORT & TOOL_LOW,3
0.033,DEPTH_MEDIUM & FAILURE_WRONG_TOOL_SELECTION & SEQ_MEDIUM & TOOL_LOW,4
0.033,FAILURE_PARAMETER_HALLUCINATION & PATTERN_A_T_A & SEQ_MEDIUM & TOOL_LOW,4
0.033,FAILURE_PARAMETER_HALLUCINATION & SEQ_MEDIUM & TOOL_LOW,3
0.03275,FAILURE_PARAMETER_HALLUCINATION & ONE_TOOL_CYCLE & PATTERN_A_T_A & TOOL_LOW,4
0.03275,FAILURE_PARAMETER_HALLUCINATION & ONE_TOOL_CYCLE & PATTERN_A_T_A,3
0.03275,FAILURE_PARAMETER_HALLUCINATION & ONE_TOOL_CYCLE & TOOL_LOW,3
0.03275,FAILURE_PARAMETER_HALLUCINATION & ONE_TOOL_CYCLE,2
0.0325,DEPTH_HIGH & FAILURE_WRONG_TOOL_SELECTION & PATTERN_A_T_A & SEQ_MEDIUM,4
0.0325,DEPTH_HIGH & FAILURE_WRONG_TOOL_SELECTION & SEQ_MEDIUM,3
0.03225,DEPTH_HIGH & FAILURE_INTENT_MISUNDERSTANDING & MULTI_TOOL_CYCLE & SEQ_MEDIUM,4
0.03225,DEPTH_HIGH & FAILURE_INTENT_MISUNDERSTANDING & SEQ_MEDIUM & TOOL_MEDIUM,4
0.03225,DEPTH_HIGH & FAILURE_PARAMETER_HALLUCINATION & PATTERN_A_T_A & SEQ_MEDIUM,4
0.03225,DEPTH_HIGH & FAILURE_PARAMETER_HALLUCINATION & SEQ_MEDIUM,3
0.032,FAILURE_EXECUTION_CASCADING_ERROR & ONE_TOOL_CYCLE & PATTERN_A_T_A & SEQ_MEDIUM,4
0.032,FAILURE_EXECUTION_CASCADING_ERROR & ONE_TOOL_CYCLE & SEQ_MEDIUM & TOOL_LOW,4
0.032,FAILURE_EXECUTION_CASCADING_ERROR & ONE_TOOL_CYCLE & SEQ_MEDIUM & USER_REENTRY,4
0.032,FAILURE_EXECUTION_CASCADING_ERROR & ONE_TOOL_CYCLE & SEQ_MEDIUM,3
0.0315,DEPTH_HIGH & FAILURE_WRONG_TOOL_SELECTION & MULTI_TOOL_CYCLE & SEQ_MEDIUM,4
0.0315,DEPTH_HIGH & FAILURE_WRONG_TOOL_SELECTION & SEQ_MEDIUM & TOOL_MEDIUM,4
0.0315,DEPTH_MEDIUM & FAILURE_PARAMETER_HALLUCINATION & SEQ_MEDIUM & TOOL_LOW,4
0.0315,FAILURE_PARAMETER_HALLUCINATION & NO_TOOL_CYCLE & SEQ_SHORT,3
0.0315,FAILURE_PARAMETER_HALLUCINATION & NO_TOOL_CYCLE,2
0.03125,DEPTH_HIGH & FAILURE_PARAMETER_HALLUCINATION & SEQ_MEDIUM & USER_REENTRY,4
0.03125,DEPTH_HIGH & FAILURE_WRONG_TOOL_SELECTION & SEQ_MEDIUM & USER_REENTRY,4
0.031,DEPTH_HIGH & FAILURE_INTENT_MISUNDERSTANDING & SEQ_MEDIUM & USER_REENTRY,4
0.031,DEPTH_MEDIUM & FAILURE_WRONG_TOOL_SELECTION & MULTI_TOOL_CYCLE & PATTERN_A_T_A,4
0.031,DEPTH_MEDIUM & FAILURE_WRONG_TOOL_SELECTION & MULTI_TOOL_CYCLE & PATTERN_A_T_A_T_A,4
0.031,DEPTH_MEDIUM & FAILURE_WRONG_TOOL_SELECTION & MULTI_TOOL_CYCLE & SEQ_MEDIUM,4
0.031,DEPTH_MEDIUM & FAILURE_WRONG_TOOL_SELECTION & PATTERN_A_T_A & PATTERN_A_T_A_T_A,4
0.031,DEPTH_MEDIUM & FAILURE_WRONG_TOOL_SELECTION & PATTERN_A_T_A_T_A & SEQ_MEDIUM,4
0.031,FAILURE_WRONG_TOOL_SELECTION & PATTERN_A_T_A_T_A & SEQ_MEDIUM & TOOL_MEDIUM,4
0.031,DEPTH_MEDIUM & FAILURE_WRONG_TOOL_SELECTION & MULTI_TOOL_CYCLE,3
0.031,DEPTH_MEDIUM & FAILURE_WRONG_TOOL_SELECTION & PATTERN_A_T_A_T_A,3
